,State,Year,Sex,Age Group,Race and Hispanic Origin,Deaths,Population,Crude Death Rate,Standard Error for Crude Rate,Lower Confidence Limit for Crude Rate,Upper Confidence Limit for Crude Rate,Age-adjusted Rate,Standard Error for Age-adjusted Rate,Lower Confidence Limit for Age-adjusted Rate,Upper Confidence Limit for Age-adjusted Rate,State Crude Rate in Range,US Crude Rate,US Age-adjusted Rate,Unit,State.ABBR,Prescribing.Rate
243,Michigan,2007,Both Sexes,All Ages,All Races-All Origins,1236,10001284,12.3584,0.35152,11.6694,13.0474,12.2128,0.35094000000000003,11.525,12.9007,10.3–12.6,11.9543,11.8775,"per 100,000 population",MI,85.6
244,Michigan,2008,Both Sexes,All Ages,All Races-All Origins,1239,9946889,12.4562,0.35386999999999996,11.7626,13.1497,12.3849,0.3565,11.6861,13.0836,10.3–12.6,11.9864,11.8947,"per 100,000 population",MI,89.9
245,Michigan,2009,Both Sexes,All Ages,All Races-All Origins,1429,9901591,14.432,0.38178,13.6837,15.1803,14.465,0.38864,13.7033,15.2268,12.6–16,12.0624,11.9388,"per 100,000 population",MI,91.6
246,Michigan,2010,Both Sexes,All Ages,All Races-All Origins,1394,9883640,14.1041,0.37776,13.3637,14.8445,13.9494,0.38085,13.2029,14.6958,12.6–16,12.4144,12.2966,"per 100,000 population",MI,96.0
247,Michigan,2011,Both Sexes,All Ages,All Races-All Origins,1386,9876187,14.0338,0.37696,13.2949,14.7726,14.2616,0.39123,13.4948,15.0284,12.6–16,13.2674,13.1852,"per 100,000 population",MI,98.8
248,Michigan,2012,Both Sexes,All Ages,All Races-All Origins,1308,9883360,13.2344,0.36593000000000003,12.5171,13.9516,13.5226,0.38198000000000004,12.7739,14.2713,12.6–16,13.2208,13.1422,"per 100,000 population",MI,100.7
249,Michigan,2013,Both Sexes,All Ages,All Races-All Origins,1553,9895622,15.6938,0.39824,14.9133,16.4744,15.8693,0.41272,15.0604,16.6782,12.6–16,13.9127,13.8005,"per 100,000 population",MI,98.9
250,Michigan,2014,Both Sexes,All Ages,All Races-All Origins,1762,9909877,17.7802,0.42358,16.95,18.6105,18.0371,0.4414,17.1719,18.9022,16–52,14.7574,14.6831,"per 100,000 population",MI,98.0
251,Michigan,2015,Both Sexes,All Ages,All Races-All Origins,1980,9922576,19.9545,0.44843999999999995,19.0755,20.8334,20.3541,0.47013,19.4327,21.2756,16–52,16.304000000000002,16.2923,"per 100,000 population",MI,90.5
252,Michigan,2016,Both Sexes,All Ages,All Races-All Origins,2347,9928300,23.6395,0.48796000000000006,22.6831,24.5959,24.3772,0.51772,23.3625,25.3919,16–52,19.6925,19.7851,"per 100,000 population",MI,84.9
253,Minnesota,2006,Both Sexes,All Ages,All Races-All Origins,311,5163555,6.023,0.34153,5.3536,6.6924,5.9236,0.33792,5.2613,6.5859,1.8–7.1,11.5373,11.4883,"per 100,000 population",MN,50.3
254,Minnesota,2007,Both Sexes,All Ages,All Races-All Origins,341,5207203,6.5486,0.35463,5.8536,7.2437,6.4215,0.35089000000000004,5.7337,7.1092,1.8–7.1,11.9543,11.8775,"per 100,000 population",MN,53.7
255,Minnesota,2008,Both Sexes,All Ages,All Races-All Origins,384,5247018,7.3184,0.37346999999999997,6.5864,8.0504,7.2159,0.3719,6.487,7.9448,7.1–10.2,11.9864,11.8947,"per 100,000 population",MN,56.5
256,Minnesota,2009,Both Sexes,All Ages,All Races-All Origins,419,5281203,7.9338,0.38759,7.1741,8.6935,7.8785,0.39016999999999996,7.1138,8.6433,7.1–10.2,12.0624,11.9388,"per 100,000 population",MN,58.6
257,Minnesota,2010,Both Sexes,All Ages,All Races-All Origins,397,5303925,7.485,0.37566,6.7487,8.2213,7.3476,0.37396999999999997,6.6146,8.0806,7.1–10.2,12.4144,12.2966,"per 100,000 population",MN,59.0
258,Minnesota,2011,Both Sexes,All Ages,All Races-All Origins,511,5344861,9.5606,0.42294,8.7316,10.3895,9.3536,0.42148,8.5275,10.1797,7.1–10.2,13.2674,13.1852,"per 100,000 population",MN,60.0
259,Minnesota,2012,Both Sexes,All Ages,All Races-All Origins,482,5379139,8.9605,0.40814,8.1606,9.7605,8.9059,0.41308999999999996,8.0963,9.7156,7.1–10.2,13.2208,13.1422,"per 100,000 population",MN,60.9
260,Minnesota,2013,Both Sexes,All Ages,All Races-All Origins,523,5420380,9.6488,0.42191000000000006,8.8218,10.4757,9.6018,0.42796999999999996,8.763,10.4406,7.1–10.2,13.9127,13.8005,"per 100,000 population",MN,58.3
261,Minnesota,2014,Both Sexes,All Ages,All Races-All Origins,517,5457173,9.4738,0.41666000000000003,8.6571,10.2904,9.597999999999999,0.4314,8.7525,10.4436,7.1–10.2,14.7574,14.6831,"per 100,000 population",MN,56.6
262,Minnesota,2015,Both Sexes,All Ages,All Races-All Origins,581,5489594,10.5837,0.43908,9.7231,11.4443,10.647,0.45151,9.7621,11.532,10.3–12.6,16.304000000000002,16.2923,"per 100,000 population",MN,52.1
263,Minnesota,2016,Both Sexes,All Ages,All Races-All Origins,672,5519952,12.174000000000001,0.46962,11.2536,13.0945,12.4677,0.4911,11.5052,13.4303,10.3–12.6,19.6925,19.7851,"per 100,000 population",MN,46.9
264,Mississippi,2006,Both Sexes,All Ages,All Races-All Origins,339,2904978,11.6696,0.63381,10.4274,12.9119,12.082,0.66099,10.7865,13.3775,10.3–12.6,11.5373,11.4883,"per 100,000 population",MS,102.7
265,Mississippi,2007,Both Sexes,All Ages,All Races-All Origins,314,2928350,10.7228,0.60512,9.5367,11.9088,10.9502,0.62393,9.7273,12.1731,10.3–12.6,11.9543,11.8775,"per 100,000 population",MS,109.9
266,Mississippi,2008,Both Sexes,All Ages,All Races-All Origins,303,2947806,10.2788,0.5905,9.1214,11.4362,10.5094,0.6096,9.3146,11.7042,10.3–12.6,11.9864,11.8947,"per 100,000 population",MS,113.2
267,Mississippi,2009,Both Sexes,All Ages,All Races-All Origins,323,2958774,10.9167,0.60742,9.7261,12.1072,11.1678,0.62857,9.9358,12.3998,10.3–12.6,12.0624,11.9388,"per 100,000 population",MS,117.3
268,Mississippi,2010,Both Sexes,All Ages,All Races-All Origins,334,2967297,11.255999999999998,0.6159,10.0489,12.4632,11.3863,0.63218,10.1473,12.6254,10.3–12.6,12.4144,12.2966,"per 100,000 population",MS,118.1
269,Mississippi,2011,Both Sexes,All Ages,All Races-All Origins,302,2978512,10.1393,0.58345,8.9957,11.2829,10.7045,0.62737,9.4749,11.9342,10.3–12.6,13.2674,13.1852,"per 100,000 population",MS,117.2
270,Mississippi,2012,Both Sexes,All Ages,All Races-All Origins,310,2984926,10.3855,0.58986,9.2294,11.5416,10.6593,0.61498,9.454,11.8647,10.3–12.6,13.2208,13.1422,"per 100,000 population",MS,121.8
271,Mississippi,2013,Both Sexes,All Ages,All Races-All Origins,316,2991207,10.5643,0.59429,9.3995,11.7291,10.8336,0.6189899999999999,9.6204,12.0468,10.3–12.6,13.9127,13.8005,"per 100,000 population",MS,119.6
272,Mississippi,2014,Both Sexes,All Ages,All Races-All Origins,336,2994079,11.2221,0.61222,10.0222,12.4221,11.6481,0.64665,10.3807,12.9156,10.3–12.6,14.7574,14.6831,"per 100,000 population",MS,116.3
273,Mississippi,2015,Both Sexes,All Ages,All Races-All Origins,351,2992333,11.73,0.6261,10.5028,12.9571,12.3448,0.6701600000000001,11.0313,13.6584,10.3–12.6,16.304000000000002,16.2923,"per 100,000 population",MS,110.9
274,Mississippi,2016,Both Sexes,All Ages,All Races-All Origins,352,2988726,11.7776,0.62775,10.5472,13.008,12.1325,0.6605800000000001,10.8377,13.4272,10.3–12.6,19.6925,19.7851,"per 100,000 population",MS,105.6
275,Missouri,2006,Both Sexes,All Ages,All Races-All Origins,743,5842704,12.7167,0.46653,11.8023,13.6311,12.9502,0.47841000000000006,12.0125,13.8879,12.6–16,11.5373,11.4883,"per 100,000 population",MO,80.5
276,Missouri,2007,Both Sexes,All Ages,All Races-All Origins,714,5887612,12.1272,0.45385,11.2376,13.0167,12.2524,0.46296000000000004,11.345,13.1598,10.3–12.6,11.9543,11.8775,"per 100,000 population",MO,84.3
277,Missouri,2008,Both Sexes,All Ages,All Races-All Origins,765,5923916,12.9138,0.4669,11.9986,13.8289,13.1468,0.48083000000000004,12.2043,14.0892,12.6–16,11.9864,11.8947,"per 100,000 population",MO,86.8
278,Missouri,2009,Both Sexes,All Ages,All Races-All Origins,863,5961088,14.4772,0.49281,13.5113,15.4431,14.6489,0.50539,13.6583,15.6394,12.6–16,12.0624,11.9388,"per 100,000 population",MO,88.5
279,Missouri,2010,Both Sexes,All Ages,All Races-All Origins,998,5988927,16.6641,0.52749,15.6302,17.698,17.0351,0.54823,15.9606,18.1096,16–52,12.4144,12.2966,"per 100,000 population",MO,91.0
280,Missouri,2011,Both Sexes,All Ages,All Races-All Origins,963,6010688,16.0215,0.5162800000000001,15.0095,17.0334,16.4063,0.53806,15.3517,17.4609,16–52,13.2674,13.1852,"per 100,000 population",MO,91.6
281,Missouri,2012,Both Sexes,All Ages,All Races-All Origins,942,6021988,15.6427,0.50967,14.6437,16.6416,16.1656,0.53654,15.1139,17.2172,16–52,13.2208,13.1422,"per 100,000 population",MO,95.4
282,Missouri,2013,Both Sexes,All Ages,All Races-All Origins,1025,6044171,16.9585,0.52969,15.9203,17.9967,17.4929,0.55825,16.3987,18.5871,16–52,13.9127,13.8005,"per 100,000 population",MO,93.3
283,Missouri,2014,Both Sexes,All Ages,All Races-All Origins,1067,6063589,17.5968,0.53871,16.541,18.6527,18.2146,0.56857,17.1002,19.329,16–52,14.7574,14.6831,"per 100,000 population",MO,90.7
284,Missouri,2015,Both Sexes,All Ages,All Races-All Origins,1066,6083672,17.5223,0.53668,16.4704,18.5742,17.8941,0.56043,16.7956,18.9925,16–52,16.304000000000002,16.2923,"per 100,000 population",MO,84.5
285,Missouri,2016,Both Sexes,All Ages,All Races-All Origins,1371,6093000,22.5012,0.6077,21.3101,23.6923,23.6436,0.6529,22.3639,24.9233,16–52,19.6925,19.7851,"per 100,000 population",MO,80.4
286,Montana,2006,Both Sexes,All Ages,All Races-All Origins,97,952692,10.1817,1.03379,8.2567,12.4208,10.2454,1.0611700000000002,8.2694,12.5513,7.1–10.2,11.5373,11.4883,"per 100,000 population",MT,79.1
287,Montana,2007,Both Sexes,All Ages,All Races-All Origins,125,964706,12.9573,1.1589399999999999,10.6858,15.2288,12.7584,1.16717,10.4707,15.046,12.6–16,11.9543,11.8775,"per 100,000 population",MT,81.1
288,Montana,2008,Both Sexes,All Ages,All Races-All Origins,134,976415,13.7237,1.18554,11.4,16.0473,14.0723,1.24771,11.6268,16.5178,12.6–16,11.9864,11.8947,"per 100,000 population",MT,85.3
289,Montana,2009,Both Sexes,All Ages,All Races-All Origins,142,983982,14.4312,1.21104,12.0575,16.8048,14.6404,1.26219,12.1665,17.1143,12.6–16,12.0624,11.9388,"per 100,000 population",MT,85.8
290,Montana,2010,Both Sexes,All Ages,All Races-All Origins,118,989415,11.9262,1.0979,9.7744,14.0781,12.8808,1.22305,10.4836,15.277999999999999,12.6–16,12.4144,12.2966,"per 100,000 population",MT,87.2
291,Montana,2011,Both Sexes,All Ages,All Races-All Origins,141,998199,14.1254,1.1895799999999999,11.7939,16.457,14.3899,1.2601,11.9201,16.8597,12.6–16,13.2674,13.1852,"per 100,000 population",MT,85.3
292,Montana,2012,Both Sexes,All Ages,All Races-All Origins,118,1005141,11.7396,1.0807200000000001,9.6214,13.8579,11.9145,1.12719,9.7052,14.1238,10.3–12.6,13.2208,13.1422,"per 100,000 population",MT,87.7
293,Montana,2013,Both Sexes,All Ages,All Races-All Origins,137,1015165,13.4953,1.15298,11.2355,15.7552,14.4557,1.2706600000000001,11.9652,16.9462,12.6–16,13.9127,13.8005,"per 100,000 population",MT,84.2
294,Montana,2014,Both Sexes,All Ages,All Races-All Origins,125,1023579,12.2121,1.09228,10.0712,14.3529,12.3826,1.1555799999999998,10.1177,14.6476,10.3–12.6,14.7574,14.6831,"per 100,000 population",MT,80.1
295,Montana,2015,Both Sexes,All Ages,All Races-All Origins,138,1032949,13.3598,1.13726,11.1308,15.5888,13.8332,1.22011,11.4417,16.2246,12.6–16,16.304000000000002,16.2923,"per 100,000 population",MT,73.3
296,Montana,2016,Both Sexes,All Ages,All Races-All Origins,119,1042520,11.4146,1.0463799999999999,9.3637,13.4656,11.6662,1.1113899999999999,9.4879,13.8445,10.3–12.6,19.6925,19.7851,"per 100,000 population",MT,69.8
297,Nebraska,2006,Both Sexes,All Ages,All Races-All Origins,91,1772693,5.1334,0.53813,4.1331,6.3027,5.376,0.56858,4.3173,6.6156,1.8–7.1,11.5373,11.4883,"per 100,000 population",NE,64.3
298,Nebraska,2007,Both Sexes,All Ages,All Races-All Origins,80,1783440,4.4857,0.50152,3.5569,5.5829,4.7707,0.53951,3.7710000000000004,5.954,1.8–7.1,11.9543,11.8775,"per 100,000 population",NE,65.1
299,Nebraska,2008,Both Sexes,All Ages,All Races-All Origins,94,1796378,5.2328,0.53972,4.2286,6.4036,5.4608,0.57195,4.3967,6.7046,1.8–7.1,11.9864,11.8947,"per 100,000 population",NE,66.2
300,Nebraska,2009,Both Sexes,All Ages,All Races-All Origins,106,1812683,5.8477,0.56798,4.7344,6.9609,5.9086,0.58354,4.7648,7.0523,1.8–7.1,12.0624,11.9388,"per 100,000 population",NE,66.4
301,Nebraska,2010,Both Sexes,All Ages,All Races-All Origins,117,1826341,6.4063,0.59226,5.2454,7.5671,6.6739999999999995,0.62846,5.4422,7.9058,1.8–7.1,12.4144,12.2966,"per 100,000 population",NE,69.0
302,Nebraska,2011,Both Sexes,All Ages,All Races-All Origins,129,1842641,7.0008,0.61639,5.7927,8.2089,7.125,0.63984,5.8709,8.3791,7.1–10.2,13.2674,13.1852,"per 100,000 population",NE,68.8
303,Nebraska,2012,Both Sexes,All Ages,All Races-All Origins,146,1855525,7.8684,0.6511899999999999,6.5921,9.1447,7.9099,0.66895,6.5988,9.2211,7.1–10.2,13.2208,13.1422,"per 100,000 population",NE,73.2
304,Nebraska,2013,Both Sexes,All Ages,All Races-All Origins,117,1868516,6.2617,0.57889,5.127000000000001,7.3963,6.471,0.61228,5.2709,7.671,1.8–7.1,13.9127,13.8005,"per 100,000 population",NE,71.3
305,Nebraska,2014,Both Sexes,All Ages,All Races-All Origins,125,1881503,6.6436,0.59422,5.4789,7.8083,7.1853,0.65469,5.9022,8.4685,7.1–10.2,14.7574,14.6831,"per 100,000 population",NE,70.1
306,Nebraska,2015,Both Sexes,All Ages,All Races-All Origins,126,1896190,6.6449,0.5919800000000001,5.4846,7.8052,6.9455,0.63278,5.7052,8.1857,1.8–7.1,16.304000000000002,16.2923,"per 100,000 population",NE,65.5
307,Nebraska,2016,Both Sexes,All Ages,All Races-All Origins,120,1907116,6.2922,0.5744,5.1664,7.417999999999999,6.4436,0.60236,5.2629,7.6242,1.8–7.1,19.6925,19.7851,"per 100,000 population",NE,62.8
308,Nevada,2006,Both Sexes,All Ages,All Races-All Origins,461,2522658,18.2744,0.8511200000000001,16.6062,19.9426,17.971,0.8415799999999999,16.3215,19.6205,16–52,11.5373,11.4883,"per 100,000 population",NV,87.7
309,Nevada,2007,Both Sexes,All Ages,All Races-All Origins,499,2601072,19.1844,0.8588100000000001,17.5011,20.8677,18.8504,0.8492299999999999,17.1859,20.5149,16–52,11.9543,11.8775,"per 100,000 population",NV,90.2
310,Nevada,2008,Both Sexes,All Ages,All Races-All Origins,519,2653630,19.5581,0.85851,17.8754,21.2408,19.1846,0.8477100000000001,17.5231,20.8461,16–52,11.9864,11.8947,"per 100,000 population",NV,97.0
311,Nevada,2009,Both Sexes,All Ages,All Races-All Origins,550,2684665,20.4867,0.87356,18.7746,22.1989,20.0629,0.8627799999999999,18.3719,21.754,16–52,12.0624,11.9388,"per 100,000 population",NV,94.0
312,Nevada,2010,Both Sexes,All Ages,All Races-All Origins,578,2700551,21.403000000000002,0.89025,19.6582,23.1479,20.7343,0.87129,19.0265,22.441999999999997,16–52,12.4144,12.2966,"per 100,000 population",NV,97.3
313,Nevada,2011,Both Sexes,All Ages,All Races-All Origins,639,2723322,23.464000000000002,0.92822,21.6447,25.2833,22.839000000000002,0.9134700000000001,21.0486,24.6294,16–52,13.2674,13.1852,"per 100,000 population",NV,100.3
314,Nevada,2012,Both Sexes,All Ages,All Races-All Origins,602,2758931,21.82,0.8893200000000001,20.077,23.5631,20.962,0.8650100000000001,19.2666,22.6574,16–52,13.2208,13.1422,"per 100,000 population",NV,98.9
315,Nevada,2013,Both Sexes,All Ages,All Races-All Origins,614,2790136,22.0061,0.8880899999999999,20.2654,23.7468,21.1188,0.86387,19.4256,22.811999999999998,16–52,13.9127,13.8005,"per 100,000 population",NV,91.1
316,Nevada,2014,Both Sexes,All Ages,All Races-All Origins,545,2839099,19.1962,0.8222799999999999,17.5846,20.8079,18.4096,0.80075,16.8401,19.9791,16–52,14.7574,14.6831,"per 100,000 population",NV,90.1
317,Nevada,2015,Both Sexes,All Ages,All Races-All Origins,619,2890845,21.4124,0.86064,19.7256,23.0993,20.3662,0.8331200000000001,18.7333,21.9991,16–52,16.304000000000002,16.2923,"per 100,000 population",NV,85.4
318,Nevada,2016,Both Sexes,All Ages,All Races-All Origins,665,2940058,22.6186,0.8771100000000001,20.8995,24.3377,21.6704,0.85656,19.9915,23.3492,16–52,19.6925,19.7851,"per 100,000 population",NV,80.7
319,New Hampshire,2006,Both Sexes,All Ages,All Races-All Origins,149,1308389,11.3881,0.93295,9.5595,13.2166,11.2345,0.9302,9.4113,13.0577,10.3–12.6,11.5373,11.4883,"per 100,000 population",NH,75.0
320,New Hampshire,2007,Both Sexes,All Ages,All Races-All Origins,186,1312540,14.171,1.0390700000000002,12.1344,16.2076,13.8113,1.02883,11.7948,15.8279,12.6–16,11.9543,11.8775,"per 100,000 population",NH,78.5
321,New Hampshire,2008,Both Sexes,All Ages,All Races-All Origins,126,1315906,9.5752,0.8530200000000001,7.9032,11.2471,9.3666,0.85054,7.6996,11.0337,7.1–10.2,11.9864,11.8947,"per 100,000 population",NH,81.7
322,New Hampshire,2009,Both Sexes,All Ages,All Races-All Origins,168,1316102,12.765,0.9848399999999999,10.8347,14.6953,12.4778,0.986,10.5452,14.4103,10.3–12.6,12.0624,11.9388,"per 100,000 population",NH,81.5
323,New Hampshire,2010,Both Sexes,All Ages,All Races-All Origins,160,1316470,12.1537,0.9608399999999999,10.2705,14.037,11.8137,0.95936,9.9333,13.6941,10.3–12.6,12.4144,12.2966,"per 100,000 population",NH,81.6
324,New Hampshire,2011,Both Sexes,All Ages,All Races-All Origins,210,1318194,15.9309,1.09934,13.7762,18.0856,15.3496,1.09359,13.2062,17.4931,12.6–16,13.2674,13.1852,"per 100,000 population",NH,80.9
325,New Hampshire,2012,Both Sexes,All Ages,All Races-All Origins,173,1320718,13.0989,0.9958899999999999,11.147,15.0509,13.3933,1.04369,11.3477,15.4389,12.6–16,13.2208,13.1422,"per 100,000 population",NH,83.7
326,New Hampshire,2013,Both Sexes,All Ages,All Races-All Origins,203,1323459,15.3386,1.07656,13.2285,17.4486,15.0864,1.09327,12.9436,17.2292,12.6–16,13.9127,13.8005,"per 100,000 population",NH,82.0
327,New Hampshire,2014,Both Sexes,All Ages,All Races-All Origins,334,1326813,25.1731,1.37741,22.4734,27.8728,26.2125,1.47516,23.3212,29.1038,16–52,14.7574,14.6831,"per 100,000 population",NH,79.6
328,New Hampshire,2015,Both Sexes,All Ages,All Races-All Origins,422,1330608,31.7148,1.54385,28.6889,34.7408,34.3196,1.7155200000000002,30.9571,37.681999999999995,16–52,16.304000000000002,16.2923,"per 100,000 population",NH,74.8
329,New Hampshire,2016,Both Sexes,All Ages,All Races-All Origins,481,1334795,36.0355,1.6430799999999999,32.8151,39.2559,38.9902,1.8269099999999998,35.4095,42.571000000000005,16–52,19.6925,19.7851,"per 100,000 population",NH,64.3
330,New Jersey,2006,Both Sexes,All Ages,All Races-All Origins,847,8661679,9.7787,0.336,9.1201,10.4373,9.6644,0.33392,9.01,10.3189,7.1–10.2,11.5373,11.4883,"per 100,000 population",NJ,54.7
331,New Jersey,2007,Both Sexes,All Ages,All Races-All Origins,727,8677885,8.3776,0.31071,7.7686,8.9866,8.3715,0.31219,7.7596,8.9834,7.1–10.2,11.9543,11.8775,"per 100,000 population",NJ,57.2
332,New Jersey,2008,Both Sexes,All Ages,All Races-All Origins,702,8711090,8.0587,0.30416,7.4625,8.6548,7.9673,0.30286,7.3737,8.5609,7.1–10.2,11.9864,11.8947,"per 100,000 population",NJ,59.5
333,New Jersey,2009,Both Sexes,All Ages,All Races-All Origins,263,8755602,3.0038,0.18522,2.6408,3.3668,2.9967,0.18614,2.6319,3.3615,1.8–7.1,12.0624,11.9388,"per 100,000 population",NJ,59.9
334,New Jersey,2010,Both Sexes,All Ages,All Races-All Origins,868,8791894,9.8727,0.3351,9.2159,10.5295,9.7672,0.33505,9.1105,10.4239,7.1–10.2,12.4144,12.2966,"per 100,000 population",NJ,61.0
335,New Jersey,2011,Both Sexes,All Ages,All Races-All Origins,1012,8821155,11.4724,0.36063,10.7656,12.1793,11.306,0.36022,10.6,12.0121,10.3–12.6,13.2674,13.1852,"per 100,000 population",NJ,61.5
336,New Jersey,2012,Both Sexes,All Ages,All Races-All Origins,1222,8864590,13.7852,0.39435,13.0123,14.5581,13.7399,0.39821999999999996,12.9593,14.5204,12.6–16,13.2208,13.1422,"per 100,000 population",NJ,60.1
337,New Jersey,2013,Both Sexes,All Ages,All Races-All Origins,1294,8899339,14.5404,0.40421,13.7481,15.3327,14.4943,0.40854,13.6936,15.295,12.6–16,13.9127,13.8005,"per 100,000 population",NJ,58.3
338,New Jersey,2014,Both Sexes,All Ages,All Races-All Origins,1253,8938175,14.0185,0.39603,13.2423,14.7947,14.0172,0.40195,13.2294,14.8051,12.6–16,14.7574,14.6831,"per 100,000 population",NJ,57.2
339,New Jersey,2015,Both Sexes,All Ages,All Races-All Origins,1454,8958013,16.2313,0.42567,15.397,17.0656,16.3351,0.43537,15.4817,17.1884,16–52,16.304000000000002,16.2923,"per 100,000 population",NJ,56.0
340,New Jersey,2016,Both Sexes,All Ages,All Races-All Origins,2056,8944469,22.9863,0.50694,21.9927,23.9799,23.2077,0.52045,22.1876,24.2278,16–52,19.6925,19.7851,"per 100,000 population",NJ,52.6
341,New Mexico,2006,Both Sexes,All Ages,All Races-All Origins,418,1962137,21.3033,1.04198,19.261,23.3456,21.756,1.0759100000000001,19.6472,23.8648,16–52,11.5373,11.4883,"per 100,000 population",NM,61.8
342,New Mexico,2007,Both Sexes,All Ages,All Races-All Origins,462,1990070,23.2153,1.08007,21.0983,25.3322,23.3884,1.1018,21.2289,25.5479,16–52,11.9543,11.8775,"per 100,000 population",NM,69.0
343,New Mexico,2008,Both Sexes,All Ages,All Races-All Origins,518,2010662,25.7627,1.13195,23.544,27.9813,26.6852,1.18976,24.3533,29.0172,16–52,11.9864,11.8947,"per 100,000 population",NM,71.4
344,New Mexico,2009,Both Sexes,All Ages,All Races-All Origins,438,2036802,21.5043,1.02752,19.4904,23.5182,22.0362,1.0717299999999998,19.9356,24.1368,16–52,12.0624,11.9388,"per 100,000 population",NM,75.3
345,New Mexico,2010,Both Sexes,All Ages,All Races-All Origins,478,2059179,23.2131,1.06174,21.1321,25.2942,23.8186,1.11115,21.6408,25.9965,16–52,12.4144,12.2966,"per 100,000 population",NM,81.9
346,New Mexico,2011,Both Sexes,All Ages,All Races-All Origins,529,2082224,25.4055,1.10459,23.2405,27.5705,26.308000000000003,1.17056,24.0137,28.6023,16–52,13.2674,13.1852,"per 100,000 population",NM,81.6
347,New Mexico,2012,Both Sexes,All Ages,All Races-All Origins,492,2085538,23.590999999999998,1.0635700000000001,21.5064,25.6756,24.6608,1.13837,22.4296,26.892,16–52,13.2208,13.1422,"per 100,000 population",NM,76.8
348,New Mexico,2013,Both Sexes,All Ages,All Races-All Origins,458,2085287,21.9634,1.0262799999999999,19.9519,23.9749,22.6256,1.08551,20.498,24.7532,16–52,13.9127,13.8005,"per 100,000 population",NM,71.4
349,New Mexico,2014,Both Sexes,All Ages,All Races-All Origins,547,2085572,26.2278,1.12142,24.0298,28.4258,27.2892,1.1969,24.9433,29.6351,16–52,14.7574,14.6831,"per 100,000 population",NM,71.5
350,New Mexico,2015,Both Sexes,All Ages,All Races-All Origins,501,2085109,24.0275,1.0734700000000001,21.9235,26.1315,25.3107,1.16029,23.0365,27.5848,16–52,16.304000000000002,16.2923,"per 100,000 population",NM,69.8
351,New Mexico,2016,Both Sexes,All Ages,All Races-All Origins,500,2081015,24.0267,1.07451,21.9207,26.1328,25.1877,1.15761,22.9187,27.4566,16–52,19.6925,19.7851,"per 100,000 population",NM,65.1
352,New York,2006,Both Sexes,All Ages,All Races-All Origins,1680,19104631,8.7937,0.21454,8.3732,9.2142,8.5737,0.21011,8.1619,8.9855,7.1–10.2,11.5373,11.4883,"per 100,000 population",NY,44.2
353,New York,2007,Both Sexes,All Ages,All Races-All Origins,1708,19132335,8.9273,0.21600999999999998,8.5039,9.3507,8.6449,0.2105,8.2323,9.0575,7.1–10.2,11.9543,11.8775,"per 100,000 population",NY,46.1
354,New York,2008,Both Sexes,All Ages,All Races-All Origins,1691,19212436,8.8016,0.21404,8.3821,9.2211,8.5369,0.20917,8.1269,8.9469,7.1–10.2,11.9864,11.8947,"per 100,000 population",NY,48.4
355,New York,2009,Both Sexes,All Ages,All Races-All Origins,1592,19307066,8.2457,0.20665999999999998,7.8406,8.6507,7.9913,0.20242000000000002,7.5946,8.3881,7.1–10.2,12.0624,11.9388,"per 100,000 population",NY,49.5
356,New York,2010,Both Sexes,All Ages,All Races-All Origins,1557,19378102,8.0348,0.20363,7.6357,8.4339,7.7953,0.19996,7.4034,8.1872,7.1–10.2,12.4144,12.2966,"per 100,000 population",NY,51.0
357,New York,2011,Both Sexes,All Ages,All Races-All Origins,1948,19465197,10.0076,0.22674,9.5632,10.452,9.6739,0.22219,9.2384,10.1094,7.1–10.2,13.2674,13.1852,"per 100,000 population",NY,51.1
358,New York,2012,Both Sexes,All Ages,All Races-All Origins,2106,19570261,10.7612,0.23449,10.3016,11.2208,10.4167,0.23038000000000003,9.9651,10.8682,10.3–12.6,13.2208,13.1422,"per 100,000 population",NY,51.8
359,New York,2013,Both Sexes,All Ages,All Races-All Origins,2309,19651127,11.75,0.24453000000000003,11.2707,12.2292,11.3102,0.23917,10.8414,11.779000000000002,10.3–12.6,13.9127,13.8005,"per 100,000 population",NY,46.7
360,New York,2014,Both Sexes,All Ages,All Races-All Origins,2300,19746227,11.6478,0.24286999999999997,11.1718,12.1238,11.3047,0.23981999999999998,10.8347,11.7747,10.3–12.6,14.7574,14.6831,"per 100,000 population",NY,43.9
361,New York,2015,Both Sexes,All Ages,All Races-All Origins,2754,19795791,13.912,0.2651,13.3925,14.4316,13.5823,0.26371999999999995,13.0654,14.0992,12.6–16,16.304000000000002,16.2923,"per 100,000 population",NY,45.1
362,New York,2016,Both Sexes,All Ages,All Races-All Origins,3638,19745289,18.4246,0.30546999999999996,17.8259,19.0234,18.0425,0.30527,17.4441,18.6408,16–52,19.6925,19.7851,"per 100,000 population",NY,42.7
363,North Carolina,2006,Both Sexes,All Ages,All Races-All Origins,1059,8917270,11.8758,0.36494,11.1606,12.5911,11.8478,0.36526,11.1319,12.5637,10.3–12.6,11.5373,11.4883,"per 100,000 population",NC,85.2
364,North Carolina,2007,Both Sexes,All Ages,All Races-All Origins,1084,9118037,11.8885,0.36109,11.1808,12.5963,11.8643,0.36202,11.1548,12.5739,10.3–12.6,11.9543,11.8775,"per 100,000 population",NC,87.5
